"Initial.ID","ID","Class","Order","Family","Subfamily","Genus","Species","BT1","BT2","BT3","BT4","BT5","BT6","BT7","BT8","BT9","BT10","Location","Chromolaena_level","SN"
"206","Msp206","insecta","Diptera","Nemestrinidae","Nemestrinidae","Moegistorhynchus","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1948
"207","Msp207","insecta","Hemiptera","Clastopteridae","Clastopterinae","Clastoptera","xanthocephala",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1949
"208","Msp208","Insecta","Hemiptera","Membracidae","Similinae","Acutalis","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1950
"209","Msp209","Insecta","Hemiptera","Plataspidae","Plataspinae","Megacopta","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1951
"210","Msp210","Insecta","Lepidoptera","Erebidae","Arctiinae","Pareuchaetes","pseudoinsulata",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1952
"211","Msp211","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1953
"212","Msp212","Insecta","Coleoptera","Cerambycidae","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1954
"213","Msp213","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1955
"214","Msp214","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1956
"215","Msp215","Insecta","Orthoptera","Gryllidae","Gryllinae","Gryllus","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1957
"216","Msp216","Insecta","Mantodae","Amplidae","Amplinae","Litaneutria","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1958
"217","Msp217","unknown","unknown","unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1959
"218","Msp218","Insecta","Orthoptera","Gryllidae","Oecanthinae","Oecanthus","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1960
"219","Msp219","Insecta","Orthoptera","Gryllidae","Oecanthinae","Oecanthus","pellucens",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1961
"220","Msp220","Insecta","Hemiptera","Reduviidae","Stenopodainae","Oncocephalus","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1962
"221","Msp221","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1963
"222","Msp222","Insecta","Coleoptera","Curculionidae","Cryptorhynchinae","Eubulus","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1964
"223","Msp223","Insecta","coleoptera","Cerambycidae","Lamiinae","Hippopsis","lemniscata",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1965
"224","Msp224","Insecta","coleoptera","Tenebrionidae"," Lagriinae","Statira","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1966
"225","Msp225","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1967
"226","Msp226","Insecta","coleoptera","Chysomelidae","Galerucinae ","Monolepta","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1968
"227","Msp227","Insecta","Hemiptera","Scatelleridae","Pachycorinae","Homaemus","proteus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1969
"228","Msp228","unknown","unknown","unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1970
"229","Msp229","Insecta","Hymenoptera","Formicidae","Ponerinae","Odontomachus","troglodytes",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1971
"230","Msp230","unknown","unknown","unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1972
"231","Msp231","unknown","unknown","unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1973
"232","Msp232","unknown","unknown","unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1974
"233","Msp233","unknown","unknown","unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1975
"234","Msp234","Insecta","Hemiptera","Rhyparochromidae","Rhyparochrominae","Dieuches","armatipes",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1976
"235","Msp235","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1977
"236","Msp236","Insecta","Hemiptera","Miridae","Phylinae","Plagiognathus","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1978
"237","Msp237","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1979
"238","Msp238","insecta","Diptera","Muscidae","Atherigoninae","Atherigona","orientalis",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1980
"239","Msp239","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1981
"240","Msp240","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1982
"241","Msp241","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1983
"242","Msp242","Insecta","Hymenoptera","Pentatomidae","Pentatominae","Brochymena","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1984
"243","Msp243","Insecta","Orthoptera","Acrididae","Cyrtacanthacridinae","Schistocerca","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1985
"244","Msp244","Insecta","Hemiptera","Reduviidae","Harpactorinae","Zelus","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1986
"245","Msp245","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1987
"246","Msp246","Insecta","Coleoptera","Tenebrionidae","Diaperinae ","Phaleria","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1988
"247","Msp247","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1989
"248","Msp248","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1990
"249","Msp249","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1991
"250","Msp250","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1992
"251","Msp251","Insecta","Hemiptera","Coreidae","Coreinae","Leptoglossus","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1993
"252","Msp252","insecta","Hemiptera","Pentatomidae","Pentanomidae","Pentatoma","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1994
"253","Msp253","insecta","Orthoptera","Acrididae","Oxyinae","Oxya","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1995
"254","Msp254","insecta","Mantodae","Mantidae","Stagmomantinae","Stagmomantis","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1996
"255","Msp255","insecta","Hymenoptera","Formicidae","Formicinae","Oecophylla","longinoda",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1997
"256","Msp256","insecta","Diptera","Stratiomyidae","Sarginae","Microchrysa","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1998
"257","Msp257","Arachnida","Araneae","salticidae","Salticinae","Myrmarachne","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",1999
"Pt1","MSp 258","Insecta","Coleoptera","Carabidae","Carabinae","Brachyodes "," nigrita",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2000
"Pt3","MSp 260","Arachnida","Araneae","Theridiosomatidae","Theridiosomatinae","Baalzebub ","baubo",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2001
"Pt4","MSp 261","Insecta","Diptera","Muscidae","Musicinae","Neomyia","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2002
"Pt7","MSp 264","Insecta","Hymenoptera","Crabronidae","Crabronidae","Trypoxylon ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2003
"Pt8","MSp 265","Insecta","Coleoptera","Carabidae","Harpalinae","Platynus ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2004
"Pt9","MSp 266","Insecta","Hymenoptera","Formicidae"," Ponerinae","Paltothyreus ","tarsatus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2005
"Pt10","MSp 267","Insecta","Coleoptera","Carabidae","Harpalinae","Cymindis ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2006
"Pt11","MSp 268","Insecta","Coleoptera","Elateridae ","Elaterinae","Melanotus ","castanipes",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2007
"Pt12","MSp 269","Insecta","Hymenoptera","Formicidae","Formicinae","Camponotus ","vividus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2008
"Pt13","MSp 270","Insecta","Hymenoptera","Evaniidae","Evaniinae ","Evania ","appendigaster",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2009
"Pt14","MSp 271","Insecta","Diptera","Muscidae","Phaoniinae","Phaonia ","subventa",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2010
"Pt15","MSp 272","Insecta","Coleoptera","Scarabaeidae","Scarabaeinae","Copris ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2011
"Pt16","MSp 273","Arachnida","Araneae","Gnaphosidae","Gnaphosinae","Scotophaeus ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2012
"Pt18","MSp 275","Insecta","Coleoptera","Scarabaeidae","Scarabaeinae","Canthon ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2013
"Pt20","MSp 277","insecta","Hymenoptera","Formicidae","Formicinae","Camponotus"," flavomarginatus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2014
"Pt21","MSp 278","Insecta","Coleoptera","Curculionidae"," Entiminae","Blosyrus ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2015
"Pt22","MSp 279","Insecta","Hymenoptera","Tiphiidae","Tiphiinae","Tiphia ","femorata",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2016
"Pt23","MSp 280","Arachnida","Araneae","Linyphiidae","Linyphiinae","Walckenaeria","antica",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2017
"Pt25","MSp 282","Insecta","Diptera","Glossinidae","Glossininae","Glossina ","fusca",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2018
"Pt26","MSp 283","Insecta","Hemiptera","Reduviidae","Reduviinae","Reduvius ","personatus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2019
"Pt27","MSp 284","Insecta","Hemiptera","Cydnidae","Cydninae","Cydnus ","aterrimus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2020
"Pt28","MSp 285","Insecta","Coleoptera","Scarabaeidae"," Melolonthinae","Maladera ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2021
"Pt30","MSp 287","Arachnida","Araneae","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2022
"Pt31","MSp 288","Insecta","Blattodae","Hodotermopsidae","Hodotermopsinae","Hodotermopsis ","sjostedti",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2023
"Pt32","MSp 289","Insecta","Hemiptera","Thyreocoridae","Corimelaeninae","Corimelaena ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2024
"Pt33","MSp 290","Insecta","Coleoptera","Carabidae","Scaritinae","Dyschirius ","obscurus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2025
"Pt34","MSp 291","Insecta","Orthoptera","Tettigoniidae","Conocephalinae","Colossopus ","grandidieri",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2026
"Pt35","MSp 292","Insecta","Coleoptera","Tenebrionidae","Tenebrionidae","Tenebrio"," sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2027
"Pt36","MSp 293","Malacostraca","Isopoda","Armadillidiidae","Aramadillidiinae","Armadillidium ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2028
"Pt37","MSp 294","Arachnida","Araneae","Salticidae","Salticinae","Hasarius ","adansoni",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2029
"Pt39","MSp 296","Diplopoda","Spirostreptida","Spirostreptidae","Spirostreptinae ","Orthoporus ","ornatus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2030
"Pt40","MSp 297","Insecta","Coleoptera ","Tenebrionidae","Tenebrioninae","Gonopus ","tibialis",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2031
"Pt41","MSp 298","Arachnida","Araneae","Lycosidae","Lycosinae","Pitata ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2032
"Pt42","MSp 299","Arachnida","Araneae","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2033
"Pt43","MSp 300","Insecta","Hymenoptera","Formicidae","Myrmicinae","Crematogaster"," sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2034
"Pt44","MSp 301","Insecta","Thysanura","Meinertellidae","Meinertellinae","Machilinus","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2035
"Pt45","MSp 302","Arachnida","Araneae","Titanoecidae","Titanoecinae","Pandava ","laminata",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2036
"Pt46","MSp 303","Arachnida","Araneae","Cyrbaucheniidae","Cyrbaucheniinae","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2037
"Pt48","MSp 305","Insecta","Diptera","Calliphoridae"," Calliphorinae","Cordylobia  ","anthropophaga",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2038
"Pt50","MSp 307","Insecta","Hymenoptera","Formicidae","Formicinae","Camponotus ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2039
"Pt51","MSp 308","Arachnida","Araneae","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2040
"Pt52","MSp 309","Arachnida","Araneae","Ctinidae","Ctininae","Acanthoctenus ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2041
"Pt53","MSp 310","Insecta","Coleoptera","Scarabaeidae","Scarabaeinae","Scybalocanthon ","adisi",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2042
"Pt54","MSp 311","Insecta","Coleoptera","Staphylinidae","Staphylininae","Hemiquidius","ferox",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2043
"Pt55","MSp 312","Insecta","Hymenoptera","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2044
"Pt56","MSp 313","Insecta","Coleoptera","Scarabaeidae","Scarabaeinae","Copris ","lunaris",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2045
"Pt57","MSp 314","Insecta","Coleoptera","Nitidulidae","Nitidulinae","Stelidota ","geminata",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2046
"Pt58","MSp 315","Insecta","Hymenoptera","Crabronidae","Crabroninae","Stigmus ","fronticoncavus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2047
"Pt59","MSp 316","Insecta","Hymenoptera","Formicidae","Myrmicinae","Monomorium ","opacum",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2048
"Pt60","MSp 317","Arachnida","Araneae","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2049
"Pt61","MSp 318","Insecta","Diptera","Ceratopogonidae","Ceratopogoninae","Culicoides ","biguttalus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2050
"Pt62","MSp 319","Insecta","Hymenoptera","Formicidae","Ponerinae","Mesoponera ","escherichi",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2051
"Pt63","MSp 320","Arachnida","Araneae","Segetriidae","Segetriinae","Segestria ","florentina",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2052
"Pt64","MSp 321","Insecta","Hymenoptera","Formicidae","Myrmicinae","Tetramorium ","sericeiventre",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2053
"Pt65","MSp 322","Insecta","Coleoptera","Carabidae","Scaritinae","Clivina ","collaris",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2054
"Pt66","MSp 323","Insecta","Hymenoptera","Formicidae","Myrmicinae","Monomorium"," salomonis",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2055
"Pt67","MSp 324","Insecta","Hymenoptera","Formicidae","Formicinae","Nylanderia ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2056
"Pt68","MSp 325","Insecta","Coleoptera","Carabidae","Harpalinae","Amara ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2057
"Pt69","MSp 326","Insecta","Coleoptera","Scarabaeidae","Rutelinae","Adoretus ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2058
"Pt70","MSp 327","Insecta","Hymenoptera","Formicidae","Formicinae","Camponotus ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2059
"Pt72","MSp 329","Insecta","Coleoptera","Nitidulidae","Carpophilinae","Carpophilus ","marginellus ",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2060
"Pt73","MSp 330","Insecta","Hymenoptera","Formicidae","Formicinae","Paratrechina"," longicornis",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2061
"Pt74","MSp 331","Insecta","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2062
"Pt75","MSp 332","Insecta","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2063
"Pt76","MSp 333","Arachnida","Araneae","Ctenidae","Ctenidae","Phoneutria ","nigriventer",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2064
"Pt77","MSp 334","Insecta","Orthoptera","Tetrigidae","Tetriginae","Tetrix ","subulata",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2065
"Pt78","MSp 335","Insecta","Diptera","Calliphoridae","Calliphorinae","Calliphora ","vomitoria",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2066
"Pt79","MSp 336","Malacostraca","Isopoda","Oniscidae","Oniscinae","Oniscus ","asellus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2067
"Pt80","MSp 337","Insecta","Hemiptera","Reduviidae","Triatominae","Triatoma","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2068
"Pt81","MSp 338","Insecta","Hemiptera","Reduviidae","Phymatinae","Reduvius ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2069
"Pt82","MSp 339","Arachnida","Araneae","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2070
"Pt83","MSp 340","Insecta","Hymenoptera","Formicidae","Ponerinae","Mesoponera ","escherichi",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2071
"Pt84","MSp 341","Insecta","Coleoptera","Staphylinidae","Scydmaeninae","Euconnus ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2072
"Pt85","MSp 342","Insecta","Hemiptera","Fulgoridae","","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2073
"Pt86","MSp 343","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2074
"Pt88","MSp 345","Diplopoda","Polydesmida","Paradoxomatidae","Paradoxomantinae","Oxidus ","gracilis",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2075
"Pt89","MSp 346","Arachnida","Araneae","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2076
"Pt91","MSp 348","Insecta","Coleoptera","Scarabaeidae"," Melolonthinae","Maladera ","japonica",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2077
"Pt92","MSp 349","Insecta","Orthoptera","Gryllacrididae","Hyperbaeninae","Paragryllacris ","combusta",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2078
"Pt93","MSp 350","Arachnida","Araneae","Ctenidae","Cteninae","Ctenus ","hibernalis",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2079
"Pt94","MSp 351","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2080
"Pt95","MSp 352","Insect","Hymenoptera","Formicidae","Formicinae","Lepisiota ","canescens",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2081
"Pt96","MSp 353","Insecta","Hymenoptera","Formicidae","Formicinae","Camponotus ","maculatus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2082
"Pt97","MSp 354","Insecta","Coleoptera","Staphylinidae","Steninae","Stenus ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2083
"Pt98","MSp 355","Insecta","Coleoptera","Cryptophagidae","Cryptophaginae","Curelius ","jaegeri",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2084
"Pt99","MSp 356","Insecta","Hymenoptera","Formicidae","Myrmicinae","Monomorium ","opacum",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2085
"Pt100","MSp 357","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2086
"Pt101","MSp 358","Insecta","Hymenoptera","Formicidae","Formicinae","Oecophylla ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2087
"Pt102","MSp 359","Diplopoda","Polydesmida","Paradoxomatidae","Paradoxomatinae","Oxidus ","gracilis",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2088
"Pt103","MSp 360","Insecta","Diptera","Muscidae","Musicinae","Musca ","domestica",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2089
"Pt104","MSp 361","Chilopoda","Scolopendromorpha","Scolopendridae","Otostigminae","Rhysida","longipes",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2090
"Pt105","MSp 362","Insecta","Isopoda (Blattodea)","Archotermopsidae","Archotermopsinae","Zootermopsis ","angusticollis",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2091
"Pt106","MSp 363","Insecta","Hemiptera","Cydnidae","Cydninae","Cydnus ","aterrimus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2092
"Pt107","MSp 364","Insecta","Hymenoptera","Formicidae","Formicinae","Paratrechina ","longicornis",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2093
"Pt108","MSp 365","Insecta","Coleoptera","Coccinellidae","Sticholotidinae","Gnathoweisea ","texana",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2094
"Pt109","MSp 366","Insecta","Hemiptera","Pentatomidae","Pentatominae","Halyomorpha ","halys",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2095
"Pt110","MSp 367","Insecta","Neuroptera","Myrmeleontidae","Myrmeleontinae","Distoleon ","tetragrammicus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2096
"Pt111","MSp 368","Arachnida","Araneae","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2097
"Pt112","MSp 369","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2098
"Pt113","MSp 370","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2099
"Pt114","MSp 371","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2100
"Pt115","MSp 372","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2101
"Pt116","MSp 373","Insecta","Hymenoptera","Crabronidae","Crabroninae","Stigmus ","fronticoncavus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2102
"Pt117","MSp 374","Arachnida","Oribatida","Euzetidae","Euzetinae","Euzetes ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2103
"Pt118","MSp 375","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2104
"Pt119","MSp 376","Insecta","Coleoptera","Curculionidae","Scolytinae","Coccotrypes ","dactyliperda",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2105
"Pt120","MSp 377","Unknown","Unknown","Unknown","Unknown","Unknown","unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2106
"Pt121","MSp 378","Unknown","Unknown","Unknown","Unknown","Unknown","unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2107
"Pt122","MSp 379","Unknown","Unknown","Unknown","Unknown","Unknown","unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2108
"Pt123","MSp 380","Insecta","Blattodea","Unknown","Unknown","Unknown","unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2109
"Pt124","MSp 381","Insecta","Orthoptera  ","Tetrigidae","Cladonotinae","Afrolarcus ","aequalis",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2110
"Pt125","MSp 382","Insecta","Coleoptera","Curcilionidae","Scolytinae","Hylastinus ","obscurus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2111
"Pt126","MSp 383","Chilopoda","Lithoblomorpha","Lithobiidae","Lithobiinae","Lithobius ","nodulipes",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2112
"Pt127","MSp 384","Insecta","Coleoptera","Carabidae","Cicindelinae","Cylindera ","germanica",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2113
"Pt130","MSp 387","Arachnida","Araneae","Ctenidae","Cteninae","Ctenus ","medius",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2114
"Pt131","MSp 388","Insecta","Coleoptera","Scarabaeidae","Melolonthinae","Maladera"," castanea",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2115
"Pt132","MSp 389","Insecta","Orthoptera","Tetrigidae","Tetriginae","Tettilobus ","prashadi",0,0,0,0,0,0,0,0,0,0,"Igueosagie","<50%",2116
